PID	P_1_freq	R_1_freq
P02	0	2.5
P02	0	7.936507937
P02	0	55.81395349
P02	0	37.5
P02	0	58.33333333
P02	0	21.3836478
P02	0	19.35483871
P02	0	48.24561404
P02	0	26.08695652
P02	0	53.57142857
P02	0	13.51351351
P02	0	20
P02	0	16.8627451
P02	0	12.65822785
P02	0	5.263157895
P02	0	13.55932203
P02	0	6.299212598
P02	0	5.22875817
P02	0	20.83333333
P02	0	18.86792453
P02	0	15
P02	0	12.5
P02	0	2.366863905
P02	0	14.7826087
P02	0	12.32876712
P02	0	49.09090909
P02	0	21.42857143
P02	0	53.19148936
P02	0	9.090909091
P02	0	2.512562814
P02	0	15.32258065
P02	0	28.46153846
P02	0	7.272727273
P02	0	2.836879433
P02	0	21.79487179
P02	0	4.06504065
P02	0	28.28282828
P02	0	8.510638298
P02	0	49.73544974
P02	0	2.51572327
P02	0	12.5
P02	0	19.45288754
P02	0	5.434782609
P02	0	46.2585034
P02	0	10.81081081
P02	0	13.33333333
P02	0	33.33333333
P02	0	51.38888889
P02	0	22.77227723
P02	0	6.976744186
P02	0	5.154639175
P02	0	12.12121212
P02	0	10.63829787
P02	0	1.544401544
P02	0	4.464285714
P02	0	4.838709677
P02	0	3.658536585
P02	0	6.349206349
P02	0	17.30769231
P02	0	37.4501992
P02	0	4.088050314
P02	0	43.75
P02	0	19.04761905
P02	0	48.64864865
P02	0	46.42857143
P02	0	17.0212766
P02	0	29.09090909
P02	0	3.711790393
P02	0	2.493074792
P02	0	35.09433962
P02	0	13.06818182
P02	0	2.145922747
P02	0	2.52454418
P02	0	23.45679012
P02	0	38.0952381
P02	0	8.333333333
P02	0	3.899721448
P02	0	7.826086957
P02	0	14.63414634
P02	0	18.33333333
P02	0	2.232142857
P02	0	7.368421053
P02	0	1.098901099
P02	0	40.86956522
P02	0	11.24260355
P02	0	48.61111111
P02	0	48.38709677
P02	0	26.19047619
P02	0	4.827586207
P02	0	42.14876033
P02	0	4.081632653
P02	0	44.56521739
P02	0	47.82608696
P02	0	9.259259259
P03	37.5	39.28571429
P03	37.03703704	25.19083969
P03	39.36170213	22.95081967
P03	70.11494253	38.72340426
P03	40	0
P03	66.66666667	41.30434783
P03	72.72727273	40.55944056
P03	73.07692308	40.90909091
P03	35.29411765	20.76502732
P03	40.82568807	26.33333333
P03	39.77272727	23.00884956
P03	46.15384615	27.18446602
P03	47.36842105	25.47169811
P03	2.857142857	0
P03	39.76608187	30.66666667
P03	8.510638298	0
P03	28.125	31.70731707
P03	12.5	0
P03	41.66666667	30.4
P03	40	15.38461538
P03	75	13.63636364
P03	1.960784314	0
P03	43.02325581	26.73267327
P03	80	47.05882353
P03	15.44715447	10.83333333
P03	66.66666667	0
P03	2.877697842	0
P03	24.8	14.59854015
P03	18.33333333	29.23076923
P03	44.73684211	36.47058824
P03	10.25641026	0
P03	41.07142857	22.22222222
P03	25	17.07317073
P03	34.51327434	26.81564246
P03	45.36082474	33.33333333
P03	33.03571429	23.94366197
P03	31.39534884	23.00884956
P03	42.85714286	23.2
P03	42.01680672	27.77777778
P03	2.040816327	0
P03	45.91836735	26.84563758
P03	50	33.33333333
P03	2.013422819	0
P03	30.10752688	27.52293578
P03	42.05607477	29.34131737
P03	26.08695652	16.66666667
P03	50	21.62162162
P03	51.42857143	16.66666667
P03	1.005025126	0
P03	42.67515924	24.63054187
P03	31.91489362	32.5
P03	43	28.28947368
P03	40	33.33333333
P03	33.67346939	19.04761905
P03	32.03883495	24.32432432
P03	24.40944882	0
P03	36.36363636	26.47058824
P03	32.67973856	25.64102564
P03	31.11111111	21.73913043
P03	8.153846154	8.906882591
P03	28.75	27.36842105
P03	30.23255814	22
P03	37.09677419	29.86425339
P03	40	26.35658915
P03	0	6.52173913
P03	0	4.47761194
P03	0	4.6875
P03	0	31.09756098
P03	0	2.919708029
P03	0	2.985074627
P03	0	32.43243243
P03	0	26.24434389
P03	0	29.37062937
P03	0	3.90625
P03	0	22.12389381
P03	0	22.12389381
P03	0	3.278688525
P03	0	4.347826087
P03	0	5.797101449
P03	0	8.333333333
P03	0	3.06122449
P03	0	10.82802548
P03	0	11.33333333
P03	0	9
P03	0	2.803738318
P03	0	33.33333333
P03	0	2.162162162
P03	0	22.58064516
P03	0	4.545454545
P03	0	15.78947368
P03	0	1.092896175
P03	0	27.5862069
P03	0	33.75
P03	0	4.310344828
P03	0	28.98550725
P03	0	2.127659574
P03	0	23.30827068
P03	0	44.82758621
P03	0	2.162162162
P03	0	20.33898305
P03	0	24.07407407
P03	0	20.93023256
P03	0	21.25984252
P03	0	25
P03	0	3.539823009
P03	0	2.339181287
P05	45.94594595	0
P05	15.51724138	0
P05	17.64705882	0
P05	37.79527559	8.860759494
P05	5.797101449	5.882352941
P05	8.333333333	0
P05	58.69565217	9.090909091
P05	18.36734694	38.46153846
P05	23.07692308	0
P05	40	6.25
P05	42.85714286	0
P05	6.748466258	0
P05	4.054054054	0
P05	4.026845638	0
P05	7.344632768	0
P05	11.11111111	0
P05	71.42857143	12.67605634
P05	32.85714286	0
P05	15.65656566	0
P05	4.597701149	0
P05	34.48275862	4
P05	11.11111111	0
P05	5.405405405	0
P05	10.29411765	0
P05	42.10526316	0
P05	11.36363636	0
P05	29.26829268	37.5
P05	45.28301887	11.11111111
P05	6.25	0
P05	34.06593407	0
P05	34.90566038	11.42857143
P05	33.33333333	0
P05	66.66666667	0
P05	57.89473684	0
P05	21.21212121	0
P05	15.41353383	0
P05	11.11111111	0
P05	9.090909091	0
P05	21	0
P05	50.72463768	10.63829787
P05	6.818181818	0
P05	4.109589041	0
P05	27.65957447	0
P05	3.773584906	0
P05	22.72727273	0
P05	35.21126761	0
P05	50	0
P05	51.02040816	8.888888889
P05	6.382978723	0
P05	79.16666667	8.510638298
P05	41.81818182	0
P05	42.5	4.95049505
P05	7.692307692	0
P05	54.54545455	0
P05	23.71134021	0
P05	26.89655172	0
P05	34.375	0
P05	0	2.976190476
P05	0	7.142857143
P05	0	11.62790698
P05	0	3.03030303
P05	0	15
P05	0	6.818181818
P05	0	7.936507937
P05	0	2.877697842
P05	0	5.194805195
P05	0	11.53846154
P05	0	15
P05	0	7.317073171
P05	0	3.076923077
P05	0	7.692307692
P05	0	2
P05	0	8.108108108
P05	0	7.042253521
P05	0	5.607476636
P05	0	6.25
P05	0	8.860759494
P05	0	4.47761194
P05	0	11.11111111
P05	0	3.333333333
P05	0	4.918032787
P05	0	12.82051282
P05	0	14.70588235
P05	0	10.60606061
P05	0	7.01754386
P05	0	27.27272727
P06	53.57142857	76.54320988
P06	40.74074074	50
P06	76.92307692	72.5
P06	21.21212121	0
P06	11.11111111	0
P06	18.18181818	11.94029851
P06	18.75	34.92063492
P06	51.61290323	73.8317757
P06	25	0
P06	29.09090909	50
P06	34.56790123	33.13953488
P06	35.18518519	34.375
P06	44.11764706	48.88888889
P06	7.5	0
P06	51.31578947	88.23529412
P06	0	4
P06	0	10.34482759
P06	0	28.57142857
P06	0	17.91907514
P06	0	20.83333333
P06	0	42.42424242
P06	0	8.333333333
P06	0	24.16666667
P06	0	10.25641026
P06	0	10
P06	0	69.23076923
P06	0	11.53846154
P06	0	11.53846154
P06	0	11.76470588
P06	0	55.78231293
P06	0	4.096045198
P06	0	4.347826087
P06	0	5.34351145
P06	0	28.26086957
P06	0	33.01886792
P06	0	10
P06	0	9.803921569
P06	0	6.666666667
P06	0	6.097560976
P06	0	38.0952381
P06	0	7.894736842
P06	0	11.76470588
P06	0	6.578947368
P06	0	14.58333333
P06	0	17.39130435
P06	0	17.61006289
P06	0	5.376344086
P06	0	22.02380952
P06	0	31.73076923
P06	0	23.77622378
P06	0	5.882352941
P06	0	9.677419355
P06	0	44.73684211
P09	62.16216216	43.24324324
P09	31.25	34.14634146
P09	4.465849387	0
P09	52.17391304	0
P09	47.87234043	0
P09	56.94444444	28.125
P09	31.63265306	0
P09	47.27272727	44.44444444
P09	5.633802817	0
P09	12.5	11.11111111
P09	40	22.72727273
P09	7.5	0
P09	12.12121212	0
P09	39.58333333	0
P09	8.823529412	0
P09	6.382978723	0
P09	8.860759494	0
P09	47.82608696	0
P09	26.66666667	0
P09	20.45454545	0
P09	27.90697674	0
P09	23.07692308	29.16666667
P09	21.95121951	0
P09	28	0
P09	45.83333333	0
P09	39.53488372	15.90909091
P09	28.57142857	0
P09	42.62295082	0
P09	26.5060241	29.78723404
P09	11.875	0
P09	7.317073171	0
P09	25	35
P09	42.04545455	0
P09	4.651162791	0
P09	5.454545455	0
P09	37.09677419	40.6779661
P09	6.329113924	0
P09	34.24657534	38
P09	39.13043478	0
P09	50	0
P09	23.52941176	0
P09	39.70588235	0
P09	36.84210526	0
P09	25.33333333	0
P09	37.77777778	17.24137931
P09	34.375	0
P09	41.37931034	0
P09	30.43478261	0
P09	12	0
P09	0	32.29166667
P09	0	33.33333333
P09	0	21.53846154
P09	0	45.83333333
P09	0	48.97959184
P09	0	12
P09	0	28.81355932
P09	0	44.94382022
P09	0	28.57142857
P09	0	33.33333333
P09	0	32.69230769
P09	0	34.09090909
P09	0	10.48387097
P09	0	33.33333333
P09	0	25.6097561
P09	0	9.677419355
P09	0	37.83783784
P09	0	7.692307692
P09	0	7.5
P09	0	2.597402597
P09	0	22.58064516
P09	0	6.837606838
P09	0	2.48447205
P09	0	4.819277108
P09	0	61.53846154
P09	0	21.73913043
P09	0	21.62162162
P09	0	35.8974359
P09	0	10.25641026
P09	0	25.49019608
P09	0	18.18181818
P09	0	36.84210526
P09	0	5
P09	0	36.92307692
P09	0	6.12244898
P09	0	3.797468354
P09	0	30
P09	0	55.55555556
P09	0	16
P09	0	2.051282051
P09	0	5.309734513
P09	0	40
P09	0	33.84615385
P09	0	4.280155642
P09	0	69.56521739
P09	0	61.9047619
P10	31.81818182	43.01075269
P10	21.97802198	0
P10	18.26484018	43.08943089
P10	20	0
P10	20.65217391	0
P10	14.28571429	0
P10	16.31205674	41.53846154
P10	23.07692308	65.16853933
P10	3.278688525	0
P10	25.71428571	0
P10	26.08695652	0
P10	18.72659176	0
P10	28.16901408	0
P10	26.5625	0
P10	5.102040816	0
P10	17.76859504	0
P10	16.66666667	0
P10	19.07894737	0
P10	6.535947712	0
P10	28.57142857	0
P10	21.2244898	0
P10	30.1369863	40.38461538
P10	4.184100418	0
P10	22.97297297	0
P10	23.36448598	43.08943089
P10	23.125	0
P10	22.34042553	0
P10	24.59016393	0
P10	27	0
P10	21.39303483	41.21212121
P10	26.31578947	0
P10	14.28571429	0
P10	4.672897196	0
P10	20.68965517	0
P10	20.19230769	0
P10	27.18446602	0
P10	25	0
P10	21.25984252	0
P10	15.70247934	24.02597403
P10	2.631578947	0
P10	20	0
P10	20	0
P10	2.222222222	0
P10	21.21212121	0
P10	2.094240838	0
P10	19.09090909	0
P10	18.51851852	50
P10	20.68965517	0
P10	20.61068702	0
P10	20	0
P10	21.47651007	0
P10	16.34241245	0
P10	1.544401544	0
P10	21.69625247	0
P10	5.454545455	0
P10	20.68965517	0
P10	20.54263566	0
P10	16	0
P10	15.07352941	0
P10	23.34494774	0
P10	16.41791045	0
P10	24.29906542	36.66666667
P10	18.85245902	36.87943262
P10	21.05263158	0
P10	22.43589744	37.6984127
P10	3.968253968	0
P10	22.48803828	0
P10	4.166666667	0
P10	20.3125	0
P10	1.577287066	0
P10	18.75	0
P10	25.86206897	33.96226415
P10	21.95121951	0
P10	24	0
P10	4.366812227	0
P10	18.42105263	37.03703704
P10	26.66666667	0
P10	20.40816327	0
P10	19.23076923	0
P10	14.40677966	25.68807339
P10	17.80821918	0
P10	2.312138728	0
P10	18.20987654	0
P10	15.18987342	35.71428571
P10	17.85714286	0
P10	1.452784504	0
P10	13.86138614	0
P10	2.173913043	0
P10	21.42857143	0
P10	30.70175439	0
P10	32.43243243	0
P10	20.43010753	0
P10	41.79104478	51.1627907
P10	38.70967742	0
P10	1.530612245	0
P10	3.424657534	0
P10	26.35658915	40
P10	2.051282051	0
P10	3.896103896	0
P10	3.875968992	0
P10	2.262443439	0
P10	39.24050633	51.32743363
P10	0	39.80582524
P10	0	44.63087248
P10	0	1.253918495
P10	0	37.5
P10	0	36.11111111
P10	0	38.81278539
P10	0	41.74311927
P10	0	2.02020202
P10	0	2.209944751
P10	0	23.52941176
P10	0	30
P10	0	1.319261214
P10	0	41.04477612
P10	0	50
P10	0	1.652892562
P10	0	1.945525292
P10	0	2.040816327
P10	0	27.69230769
P10	0	48.125
P10	0	2.547770701
P10	0	47.77777778
P10	0	48
P10	0	5.172413793
P10	0	43.60655738
P10	0	10.34482759
P10	0	42.1686747
P10	0	40.90909091
P10	0	41.93548387
P10	0	29.80769231
P10	0	2.272727273
P10	0	31.31313131
P10	0	31.53846154
P10	0	38.94736842
P10	0	1.793721973
P10	0	1.777777778
P10	0	29.05405405
P10	0	27.16981132
P10	0	44.44444444
P10	0	2.312138728
P10	0	43.07692308
P10	0	4.47761194
P10	0	34.49367089
P10	0	1.807228916
P10	0	38.9261745
P10	0	1.286173633
P10	0	30.18867925
P10	0	5.660377358
P10	0	47.76119403
P10	0	2.797202797
P10	0	33.00970874
P10	0	38.59060403
P10	0	6.52173913
P10	0	12.12121212
P10	0	3.720930233
P10	0	38.20662768
P10	0	41.37931034
P10	0	41.04803493
P10	0	60
P10	0	41.66666667
P10	0	49.01960784
P10	0	44.07894737
P10	0	47.36842105
P10	0	39.58333333
P10	0	27.02702703
P10	0	3.225806452
P10	0	2.912621359
P10	0	42.77456647
P10	0	42.08144796
P10	0	50
P10	0	67.74193548
P10	0	38.46153846
P11	2.105263158	0
P11	2.06185567	0
P11	1.826484018	0
P11	21.62162162	24
P11	22.5	35.22727273
P11	29.49640288	40.90909091
P11	3.370786517	5.084745763
P11	11.62790698	0
P11	2.688172043	0
P11	2.127659574	0
P11	30.15873016	80.48780488
P11	3.311258278	0
P11	1.003344482	0
P11	18.18181818	29.54545455
P11	3.278688525	0
P11	4.545454545	0
P11	2.358490566	0
P11	3.149606299	0
P11	22.4137931	40.64171123
P11	3.157894737	0
P11	25.42372881	83.05084746
P11	1.84501845	0
P11	1.201201201	0
P11	1.27388535	0
P11	1.298701299	0
P11	13.13131313	0
P11	19.51219512	0
P11	16.19047619	37.00787402
P11	2.739726027	0
P11	30.26315789	34.25925926
P11	1.769911504	0
P11	2.222222222	0
P11	1.694915254	0
P11	1.104972376	0
P11	1.246105919	0
P11	1.47601476	0
P11	24.28571429	48.86363636
P11	6.349206349	0
P11	19.28571429	43.33333333
P11	1.373626374	0
P11	17.61904762	23.66412214
P11	6.451612903	47.45762712
P11	23.07692308	0
P11	1.510574018	0
P11	1.951219512	0
P11	15.02145923	0
P11	2.75862069	0
P11	1.075268817	0
P11	4.255319149	0
P11	17.1641791	0
P11	11.36363636	7.547169811
P11	4.597701149	4.12371134
P11	17.44966443	0
P11	2.366863905	0
P11	2.325581395	0
P11	20.40816327	37.5
P11	3.539823009	0
P11	3.797468354	0
P11	24.76635514	34.32835821
P11	37.19806763	77.3480663
P11	43.07692308	0
P11	0	4.347826087
P11	0	3.289473684
P11	0	14.95535714
P11	0	1.454545455
P11	0	2.608695652
P11	0	3.361344538
P11	0	1.02739726
P11	0	23.80952381
P11	0	3.603603604
P11	0	22.22222222
P11	0	2
P11	0	46.66666667
P11	0	63.91752577
P11	0	33.60655738
P11	0	5.607476636
P11	0	49.33333333
P11	0	1.46627566
P11	0	58.33333333
P11	0	1.680672269
P11	0	39.31034483
P11	0	2.608695652
P11	0	13.7254902
P11	0	30.66666667
P11	0	2.312138728
P11	0	7.299270073
P11	0	14.56953642
P11	0	4.6875
P11	0	34.92063492
P11	0	4
P11	0	28.88888889
P11	0	32.90322581
P11	0	1.366120219
P11	0	40.35087719
P11	0	41.66666667
P11	0	1.357466063
P11	0	66.66666667
P11	0	39.20265781
P11	0	1.194029851
P11	0	84.28571429
P11	0	8.510638298
P11	0	1.690140845
P11	0	42.66666667
P11	0	2.51572327
P11	0	42.1686747
P11	0	13.28413284
P11	0	42.2459893
P11	0	2.564102564
P11	0	2.030456853
P11	0	1.138519924
P11	0	10.89108911
P11	0	3.409090909
P11	0	7.042253521
P11	0	1.075268817
P11	0	17.00404858
P11	0	12.5
P11	0	40.41666667
P11	0	2.554744526
P11	0	2.631578947
P14	1.470588235	0
P14	19.73684211	21.05263158
P14	44.20289855	43.18181818
P14	2.150537634	0
P14	44.44444444	45.45454545
P14	1.869158879	0
P14	13.37579618	11.19402985
P14	1.104972376	0
P14	3.75	0
P14	17.39130435	0
P14	26.08695652	0
P14	40.6779661	33.33333333
P14	16.66666667	0
P14	1.851851852	0
P14	6.024096386	13.63636364
P14	50.72463768	31.91489362
P14	14.20118343	20.27027027
P14	10.81081081	0
P14	17.39130435	15.90909091
P14	3.589108911	3.052959502
P14	2.702702703	0
P14	1.538461538	0
P14	3.846153846	0
P14	2.127659574	0
P14	1.418439716	0
P14	2.739726027	0
P14	52.71317829	48.20143885
P14	2.040816327	0
P14	1.886792453	0
P14	1.941747573	0
P14	52.17391304	55
P14	1.030927835	0
P14	1.769911504	0
P14	3.225806452	0
P14	3.603603604	3.738317757
P14	1.709401709	0
P14	48.32535885	51.06382979
P14	3.50877193	0
P14	2.564102564	0
P14	1.515151515	0
P14	1.360544218	0
P14	1.612903226	0
P14	1.910828025	0
P14	61.19402985	38.88888889
P14	15.59888579	15.87516961
P14	25	25.49019608
P14	10.71428571	13.20754717
P14	1.111111111	0
P14	9.523809524	61.11111111
P14	45.45454545	28.57142857
P14	2.5	0
P14	2.898550725	0
P14	2.189781022	1.379310345
P14	2.189781022	3.896103896
P14	5.960264901	5.479452055
P14	1.861702128	1.78041543
P14	2.107728337	1.777777778
P14	100	0
P14	3.300330033	4.195804196
P14	12.37113402	5.517241379
P14	9.375	7.407407407
P14	4.87804878	0
P14	2.857142857	0
P14	5.357142857	7.5
P14	2.857142857	0
P14	51.96078431	54.20560748
P14	51.40186916	39
P14	1.169590643	0
P14	1.98019802	0
P14	1.123595506	0
P14	20.67039106	22.22222222
P14	2.272727273	0
P14	49.15254237	43.62416107
P14	1.079136691	0
P14	1.27388535	0
P14	1.307189542	0
P14	2.43902439	0
P14	9.523809524	9.090909091
P14	4.347826087	10
P14	7.317073171	8.823529412
P14	3.703703704	0
P14	12.24489796	8.823529412
P14	15.38461538	6.060606061
P14	5.263157895	8.163265306
P14	1.709401709	0
P14	2.941176471	0
P14	2.127659574	0
P14	15.38461538	4.790419162
P14	1	0
P14	48	51.2195122
P14	100	100
P14	1.282051282	0
P14	6.25	12.5
P14	2.272727273	0
P14	2.380952381	0
P14	1.27388535	0
P14	5.839416058	7.339449541
P14	1.550387597	0
P14	1.104972376	0
P14	100	100
P14	1.550387597	0
P14	1.666666667	0
P14	30.4964539	30.46875
P14	8.219178082	8.26446281
P14	27.02702703	54.28571429
P14	10.37037037	14.17910448
P14	27.83505155	34.61538462
P14	1.438848921	0
P14	10.21505376	6.172839506
P14	6.954436451	11.11111111
P14	1.395348837	0
P14	64.48598131	61.29032258
P14	1.169590643	0
P14	3.076923077	0
P14	2.380952381	0
P14	65.51724138	77.96610169
P14	16.07142857	14.92537313
P14	2.380952381	0
P14	2.941176471	0
P14	13.33333333	10.86956522
P14	26.92307692	18.91891892
P14	17.64705882	16.66666667
P14	100	100
P14	100	100
P14	10.52631579	10
P14	22.98850575	22.88732394
P14	1.315789474	1.538461538
P14	34.25692695	30.59490085
P14	6.849315068	6.161137441
P14	5.109489051	4.137931034
P14	4.034582133	3.825136612
P14	1.812688822	2.506963788
P14	2.5	1.994301994
P14	2.173913043	3.191489362
P14	3.797468354	6.666666667
P14	23.00469484	23.34801762
P14	4.845814978	4.201680672
P14	6.907894737	4.972375691
P14	19.06614786	17.53246753
P14	1.204819277	1.98019802
P14	13.44537815	14.89361702
P14	4.232804233	2.777777778
P14	45.73643411	47.5177305
P14	100	100
P14	9.677419355	0
P14	5.747126437	2.702702703
P14	4.444444444	0
P14	1.754385965	0
P14	1.652892562	0
P14	7.228915663	6.944444444
P14	6.25	0
P14	2.409638554	0
P14	16.66666667	32.25806452
P14	1.639344262	0
P14	1.234567901	0
P14	3.03030303	0
P14	1.156069364	0
P14	1.398601399	0
P14	1.62601626	0
P14	3.03030303	0
P14	2.43902439	0
P14	1.428571429	0
P14	1.25	0
P14	1.069518717	0
P14	1.226993865	0
P14	84.84848485	86.74033149
P14	1.282051282	0
P14	1.834862385	0
P14	5.555555556	7.692307692
P14	100	100
P14	82.66666667	84.375
P14	14.47368421	13.33333333
P14	1.526717557	0
P14	4.255319149	9.433962264
P14	1.265822785	0
P14	1	0
P14	1.666666667	0
P14	2.564102564	2.739726027
P14	1.459854015	0
P14	82.19178082	84.13793103
P14	13.19148936	11.82795699
P14	66.66666667	90
P14	2.666666667	0
P14	22.22222222	22.78481013
P14	1.438848921	0
P14	2.564102564	0
P14	1.904761905	0
P14	4.166666667	0
P14	1.19047619	0
P14	11.68831169	10.34482759
P14	1.149425287	0
P14	37.83783784	47.61904762
P14	50.69444444	47.96747967
P14	1.587301587	0
P14	4.761904762	0
P14	13.63636364	11.76470588
P14	97.02380952	97.5
P14	3.076923077	4.098360656
P14	49.15966387	51.02880658
P14	1.709401709	0
P14	7.194244604	1.47601476
P14	3.225806452	1.449275362
P14	7.194244604	5.434782609
P14	2.702702703	0
P14	1.234567901	0
P14	1.020408163	0
P14	1.129943503	0
P14	1.310043668	0
P14	3.448275862	0
P14	2.469135802	0
P14	6.896551724	7.594936709
P14	3.076923077	0
P14	2.298850575	6.172839506
P14	59.45945946	48.68421053
P14	45.16129032	52.86624204
P14	16.66666667	37.93103448
P14	1.785714286	0
P14	3.773584906	0
P14	1.459854015	0
P14	2.631578947	1.818181818
P14	3.389830508	0
P14	43.93939394	30.26315789
P14	56.60377358	55.65217391
P14	1.652892562	0
P14	9.210526316	8.333333333
P14	1.069518717	0
P14	1.142857143	0
P14	13.51351351	10
P14	1.081081081	0
P14	1.785714286	1.515151515
P14	1.379310345	0
P14	1.851851852	0
P14	9.523809524	6.25
P14	1.869158879	0
P14	100	100
P14	1.851851852	0
P14	22	48.93617021
P14	5.208333333	13.82978723
P14	100	100
P14	1.117318436	0
P14	4.651162791	0
P14	1.459854015	0
P14	2.597402597	0
P14	7.692307692	9.433962264
P14	100	100
P14	76.40449438	79.61165049
P14	1.481481481	0
P14	2.173913043	0
P14	15.18987342	20
P14	1.652892562	0
P14	1.030927835	0
P14	73.07692308	47.36842105
P14	1.111111111	0
P14	100	100
P14	8.333333333	0
P14	3.448275862	0
P14	5.714285714	0
P14	91.66666667	72.72727273
P14	78.78787879	89.0625
P14	2.197802198	0
P14	78.37837838	81.25
P14	84.05797101	74.54545455
P14	4.464285714	2.272727273
P14	11.11111111	14.58333333
P14	2.857142857	0
P14	1.666666667	0
P14	12.19512195	8.411214953
P14	9.166666667	6.422018349
P14	28.15533981	31.50684932
P14	1.020408163	0
P14	1.492537313	0
P14	1.27388535	0
P14	4.04040404	0
P14	54.34782609	84.90566038
P14	16	36.36363636
P14	1.025641026	0
P14	2.666666667	0
P14	1.418439716	0
P14	3.773584906	6.382978723
P14	10.63829787	13.46153846
P14	2.409638554	0
P14	4.166666667	2.34375
P14	1.048951049	0
P14	3.03030303	0
P14	42.85714286	19.04761905
P14	1.652892562	0
P14	2.272727273	2.5
P14	2.673796791	0
P14	100	100
P14	2.739726027	0
P14	2.777777778	0
P14	3.846153846	0
P14	2.232142857	0
P14	1	0
P14	7.317073171	0
P14	1.183431953	1.587301587
P14	1.01010101	0
P14	1.25	0
P14	1.801801802	0
P14	4.545454545	4.6875
P14	56	45.16129032
P14	17.28395062	15.53398058
P14	3.225806452	0
P14	1.449275362	0
P14	2.272727273	0
P14	1.388888889	0
P14	70	47.82608696
P14	45.45454545	41
P14	58.01526718	42.74193548
P14	2.857142857	0
P14	13.1147541	3.225806452
P14	5.405405405	2.222222222
P14	3.174603175	0
P14	7.692307692	18.18181818
P14	50.1369863	43.61702128
P14	34.69387755	37.03703704
P14	34.34343434	54.44444444
P14	27.77777778	13.33333333
P14	28	11.76470588
P14	21.42857143	10.52631579
P14	3.50877193	3.703703704
P14	1.869158879	0
P14	100	100
P14	1.785714286	0
P14	1.27388535	0
P14	11.29032258	13.20754717
P14	37.09677419	29.41176471
P14	1.19047619	0
P14	3.846153846	0
P14	3.141361257	5.487804878
P14	22.53521127	20.54794521
P14	25.55555556	28.57142857
P14	16.43835616	18.75
P14	81.11888112	86.06060606
P14	2.898550725	0
P14	73.46938776	67.30769231
P14	1.869158879	0
P14	2.5	2.205882353
P14	81.11111111	90.2173913
P14	41.30434783	46.66666667
P14	23.96313364	24.4
P14	13.1147541	10.52631579
P14	5.194805195	4.081632653
P14	4.6875	6.153846154
P14	4.411764706	0
P14	83.16326531	78.84615385
P14	86.4516129	76.92307692
P14	83.7398374	76.8115942
P14	100	100
P14	2.189781022	1.954397394
P14	1.709401709	0
P14	83.84279476	86.87943262
P14	14.77272727	7.843137255
P14	87.17948718	93.33333333
P14	18.91891892	12.19512195
P14	6.976744186	15.94202899
P14	14.1221374	17.01244813
P14	4.046242775	3.821656051
P14	3.636363636	0
P14	11.11111111	6.976744186
P14	3.50877193	3.389830508
P14	16.66666667	29.54545455
P14	6.451612903	15.2173913
P14	14.28571429	7.317073171
P14	18.18181818	0
P14	1.724137931	0
P14	1.226993865	0
P14	80.48780488	83.83838384
P14	12.61261261	22.61904762
P14	1.290322581	0
